"name","playerid","new_L","L","Source","L_adj_rate"
"TJ Fondtain","sa3023271",0.0625,NA,NA,NA
"TJ McFarland","3237",2.54264470588235,2.378,"REZ1",1.06923662989165
"TJ Nichols","sa3023039",0.0787,NA,NA,NA
"TJ Shook","sa3014915",4.0298,NA,NA,NA
"TJ Sikkema","sa3011191",2.5349,NA,NA,NA
"TJ Zeuch","19269",2.03795,NA,NA,NA
"Tahnaj Thomas","sa3003066",0.0564,NA,NA,NA
"Tai Tiedemann","sa918110",0.0601,NA,NA,NA
"Taijuan Walker","11836",4.46147294117647,5.944,"REZ1",0.750584276779352
"Taj Bradley","22543",9.30128235294118,7.095,"REZ1",1.31096298138706
"Tanner Andrews","sa3007850",2.02505,NA,NA,NA
"Tanner Banks","16990",2.34781529411765,1.748,"REZ1",1.34314376093687
"Tanner Bibee","30134",8.93064235294118,8.825,"REZ1",1.01197080486586
"Tanner Burns","sa3014451",2.5264,NA,NA,NA
"Tanner Cooper","sa1170930",0.0557,NA,NA,NA
"Tanner Dodson","sa3007008",1.304,NA,NA,NA
"Tanner Gordon","27669",3.43165576470588,5.27,"REZ1",0.651168076794285
"Tanner Hall","sa3023481",0.0744,NA,NA,NA
"Tanner Houck","19879",8.24735647058823,6.309,"REZ1",1.30723672065117
"Tanner Jacobson","sa3020454",0.055,NA,NA,NA
"Tanner Kiest","sa738380",3.02435,NA,NA,NA
"Tanner Kohlhepp","sa3022238",0.0567,NA,NA,NA
"Tanner McDougal","sa3017471",0.0841,NA,NA,NA
"Tanner Myatt","sa3007719",1.0259,NA,NA,NA
"Tanner Propst","sa3015075",0.0559,NA,NA,NA
"Tanner Rainey","17610",1.70007058823529,2.351,"REZ1",0.723126579428028
"Tanner Scott","17586",3.40127411764706,4.84,"REZ1",0.702742586290715
"Tanner Shears","sa3020823",0.0549,NA,NA,NA
"Tanner Tully","19518",3.0253,NA,NA,NA
"Tarik Skubal","22267",8.14843764705882,8.232,"REZ1",0.989849082490139
"Tate Kuehner","sa3023099",3.0341,NA,NA,NA
"Tayler Saucedo","17888",1.77606235294118,1.339,"REZ1",1.32640952422791
"Tayler Scott","13652",2.62220823529412,1.839,"REZ1",1.42588811054601
"Taylor Broadway","sa3017205",0.0553,NA,NA,NA
"Taylor Clarke","17611",1.17694164705882,2.345,"REZ1",0.501894092562398
"Taylor Cole","11964",0.0592,NA,NA,NA
"Taylor Dollard","sa3014982",0.069,NA,NA,NA
"Taylor Floyd","sa3011367",2.02755,NA,NA,NA
"Taylor Hearn","18325",0.998857142857143,3.377,"REZ1",0.295782393502263
"Taylor Lehman","sa3007834",1.52525,NA,NA,NA
"Taylor Rashi","sa3011597",2.025,NA,NA,NA
"Taylor Rogers","13449",3.13234470588235,3.406,"REZ1",0.919654934199164
"Taylor Widener","19266",1.52545,NA,NA,NA
"Taylor Williams","14899",0.0546,NA,NA,NA
"Tayron Guerrero","11691",1.5268,NA,NA,NA
"Ted Stuka","sa3011238",0.057,NA,NA,NA
"Teddy Stankiewicz","sa657954",0.0778,NA,NA,NA
"Tejay Antone","16233",0.839691764705882,2.029,"REZ1",0.413845127996985
"Tekoah Roby","sa3014519",0.967188571428571,NA,NA,NA
"Teofilo Mendez","sa3008795",0.0543,NA,NA,NA
"Thaddeus Ward","21513",1.86142847058824,2.56,"REZ1",0.727120496323529
"Theo Denlinger","sa3016908",2.0258,NA,NA,NA
"Theo McDowell","sa3007809",0.0526,NA,NA,NA
"Thomas Balboni Jr","sa3020861",0.0539,NA,NA,NA
"Thomas Bruss","sa3023480",0.0577,NA,NA,NA
"Thomas Burrows","sa874215",0.0493,NA,NA,NA
"Thomas Eshelman","18361",0.0697,NA,NA,NA
"Thomas Farr","sa3017720",5.0414,NA,NA,NA
"Thomas Girard","sa3015011",0.0562,NA,NA,NA
"Thomas Harrington","sa3020752",1.58903233333333,NA,NA,NA
"Thomas Hatch","19264",0.445357142857143,1.428,"REZ1",0.31187474989996
"Thomas Ireland","sa3021469",0.0736,NA,NA,NA
"Thomas Jankins","sa873276",0.0559,NA,NA,NA
"Thomas Pannone","17281",3.128375,-1.348,"REZ1",-2.32075296735905
"Thomas Ponticelli","sa3007730",2.0387,NA,NA,NA
"Thomas Ruwe","sa3014874",0.0518,NA,NA,NA
"Thomas Schultz","sa3022936",0.0573,NA,NA,NA
"Thomas Szapucki","21065",0.049,NA,NA,NA
"Thomas White","sa3023268",0.0756,NA,NA,NA
"Thyago Vieira","14510",0.752958333333333,1.899,"REZ1",0.396502545199228
"Tim Adleman","10968",0.0609,NA,NA,NA
"Tim Brennan","sa3008630",2.035,NA,NA,NA
"Tim Cate","sa3007926",3.02585,NA,NA,NA
"Tim Elliott","sa1169632",0.0547,NA,NA,NA
"Tim Herrin","25139",2.72907647058824,2.92,"REZ1",0.934615229653505
"Tim Hill","16814",2.39398941176471,2.739,"REZ1",0.874037755299272
"Tim Holdgrafer","sa3019458",0.051,NA,NA,NA
"Tim Mayza","15042",2.18205176470588,1.667,"REZ1",1.30896926497054
"Tim Naughton","sa3004713",2.5257,NA,NA,NA
"Timmy Manning","sa3023173",0.0565,NA,NA,NA
"Tink Hence","sa3014709",1.71469,NA,NA,NA
"Tobias Myers","22191",7.79992,6.319,"REZ1",1.23435986706757
"Todd Peterson","sa3011334",2.03,NA,NA,NA
"Tom Cosgrove","23443",2.09624835294118,1.514,"REZ1",1.38457619084622
"Tom Reisinger","sa3022958",0.0775,NA,NA,NA
"Tomas Cleto","sa3016009",0.0709,NA,NA,NA
"Tomas Reyes","sa3008445",0.0571,NA,NA,NA
"Tommy Doyle","21281",1.71095011764706,1.928,"REZ1",0.887422260190383
"Tommy Eveld","sa918150",0.0499,NA,NA,NA
"Tommy Henry","26285",1.86181352941176,2.121,"REZ1",0.877799872424217
"Tommy Hunter","1157",0.395642857142857,1.258,"REZ1",0.314501476266182
"Tommy Kahnle","11384",1.96176470588235,2.489,"REZ1",0.788173847280978
"Tommy Kane","sa3022525",0.0571,NA,NA,NA
"Tommy Mace","sa3018140",4.03885,NA,NA,NA
"Tommy McCollum","sa3017204",1.02585,NA,NA,NA
"Tommy Milone","7608",0.667428571428571,2.155,"REZ1",0.309711634073583
"Tommy Nance","19178",2.45768823529412,2.924,"REZ1",0.84052265228937
"Tommy Parsons","sa3007624",0.0756,NA,NA,NA
"Tommy Romero","23465",2.03435,NA,NA,NA
"Tommy Sommer","sa3016906",0.0714,NA,NA,NA
"Tommy Vail","sa3023413",0.0735,NA,NA,NA
"Tommy Ventimiglia","sa3019366",0.0632,NA,NA,NA
"Tomoyuki Sugano","sa3025685",6.66121333333333,NA,NA,NA
"Tomy Sanchez","sa3016292",0.0622,NA,NA,NA
"Tony Dibrell","sa3004657",0.0721,NA,NA,NA
"Tony Gonsolin","19388",5.03227058823529,6.493,"REZ1",0.775030122937824
"Tony Locey","sa3011123",0.054,NA,NA,NA
"Tony Santillan","19926",3.82555764705882,3.216,"REZ1",1.18953906935909
"Tony Watson","3132",0.0493,NA,NA,NA
"Touki Toussaint","16929",2.59433333333333,2.943,"REZ1",0.881526786725564
"Trace Bright","sa3020558",3.03555,NA,NA,NA
"Travis Adams","sa3017991",2.24056333333333,NA,NA,NA
"Travis Bergen","18581",0.0535,NA,NA,NA
"Travis Kuhn","sa3009928",2.02565,NA,NA,NA
"Travis Lakins Sr","18600",1.02585,NA,NA,NA
"Travis MacGregor","sa917950",2.5275,NA,NA,NA
"Travis Perry","sa3007488",0.0511,NA,NA,NA
"Travis Sthele","sa3022941",0.0854,NA,NA,NA
"Travis Sykora","sa3023557",0.0749,NA,NA,NA
"Trayson Kubo","sa3010314",0.0526,NA,NA,NA
"Trennor O'Donnell","sa3023531",0.0739,NA,NA,NA
"Trent Baker","sa3017504",3.5372,NA,NA,NA
"Trent Fennell","sa3007811",0.0571,NA,NA,NA
"Trent Harris","sa3022526",0.139559,NA,NA,NA
"Trent Palmer","sa3014491",1.5331,NA,NA,NA
"Trent Sellers","sa3023454",0.0598,NA,NA,NA
"Trent Thornton","17948",2.71696705882353,1.962,"REZ1",1.38479462733105
"Trenton Denholm","sa3018139",4.03635,NA,NA,NA
"Trenton Toplikar","sa3007803",0.0558,NA,NA,NA
"Trenton Wallace","sa3017748",2.5334,NA,NA,NA
"Trevin Michael","sa3020400",2.0268,NA,NA,NA
"Trevor Bauer","12703",0.0579,NA,NA,NA
"Trevor Bettencourt","sa918556",0.0524,NA,NA,NA
"Trevor Brigden","sa3011481",1.52505,NA,NA,NA
"Trevor Cahill","6249",0.0701,NA,NA,NA
"Trevor Clifton","sa737901",1.5254,NA,NA,NA
"Trevor Gott","15046",1.22266176470588,3.181,"REZ1",0.38436396249792
"Trevor Harrison","sa3023629",0.0821,NA,NA,NA
"Trevor Hildenberger","17002",0.0545,NA,NA,NA
"Trevor Holloway","sa3014859",0.0558,NA,NA,NA
"Trevor Kelley","18454",1.146125,1.722,"REZ1",0.665577816492451
"Trevor Lane","sa918196",0.0495,NA,NA,NA
"Trevor Martin","sa3020608",3.536,NA,NA,NA
"Trevor May","6398",0.6835,2.265,"REZ1",0.301766004415011
"Trevor McDonald","26448",2.24127317647059,2.468,"REZ1",0.908133377824388
"Trevor Megill","17722",2.50426705882353,4.12,"REZ1",0.60783181039406
"Trevor Richards","19309",1.25475070588235,1.612,"REZ1",0.778381331192527
"Trevor Rogers","22286",3.88801058823529,6.017,"REZ1",0.646170947022651
"Trevor Stephan","19932",2.51072964705882,3.927,"REZ1",0.639350559475127
"Trevor Tietz","sa3017897",0.057,NA,NA,NA
"Trevor Williams","16977",6.30689764705882,6.333,"REZ1",0.995878358922916
"Trey Benton","sa3015034",1.52615,NA,NA,NA
"Trey Braithwaite","sa3020251",0.0557,NA,NA,NA
"Trey Cobb","sa918276",0.0515,NA,NA,NA
"Trey Cumbie","sa3006954",0.0532,NA,NA,NA
"Trey Dillard","sa3023309",0.0588,NA,NA,NA
"Trey Dombroski","sa3020833",4.5324,NA,NA,NA
"Trey Gibson","sa3023250",0.0681,NA,NA,NA
"Trey Jeans","sa3010265",0.0528,NA,NA,NA
"Trey McGough","sa1170436",1.746864,NA,NA,NA
"Trey McLoughlin","sa3017277",1.02395,NA,NA,NA
"Trey Riley","sa3007611",2.02645,NA,NA,NA
"Trey Supak","sa828707",2.5347,NA,NA,NA
"Trey Wingenter","17793",2.58770833333333,2.908,"REZ1",0.88985843649702
"Tristan Beck","21584",2.53628588235294,1.7,"REZ1",1.49193287197232
"Tristan Garnett","sa3017473",1.5246,NA,NA,NA
"Tristan Stevens","sa3019881",3.53605,NA,NA,NA
"Tristan Stivors","sa3020325",1.5275,NA,NA,NA
"Triston McKenzie","18000",6.37062,3.163,"REZ1",2.0141068605754
"Triston Polley","sa3010258",2.52555,NA,NA,NA
"Troy Bacon","sa918926",0.0534,NA,NA,NA
"Troy Melton","sa3020652",4.03375,NA,NA,NA
"Troy Miller","sa3008453",0.5327,NA,NA,NA
"Troy Stainbrook","sa3014806",0.0556,NA,NA,NA
"Troy Taylor","31883",2.79516,2.714,"REZ1",1.02990420044215
"Troy Watson","sa3007249",3.03505,NA,NA,NA
"Trystan Vrieling","sa3020681",5.03455,NA,NA,NA
"Tsuyoshi Wada","13046",0.0581,NA,NA,NA
"Tucker Davidson","19871",3.33320833333333,2.377,"REZ1",1.40227527695975
"Ty Adcock","25651",1.61279166666667,2.058,"REZ1",0.783669420149012
"Ty Blach","14361",3.07191666666667,3.268,"REZ1",0.93999898000816
"Ty Buttrey","14719",0.02565,NA,NA,NA
"Ty Cummings","sa3023365",0.0744,NA,NA,NA
"Ty Damron","sa738284",0.0696,NA,NA,NA
"Ty Johnson","sa3023410",0.0695,NA,NA,NA
"Ty Langenberg","sa3023101",0.0758,NA,NA,NA
"Ty Madden","30140",2.46830823529412,5.24,"REZ1",0.471051189941626
"Ty Madrigal","sa3014800",0.0583,NA,NA,NA
"Ty Tice","20177",1.02555,NA,NA,NA
"Ty Weatherly","sa3023130",0.0753,NA,NA,NA
"Ty Weber","sa3014788",0.0585,NA,NA,NA
"Tyler Ahearn","sa3017747",0.0563,NA,NA,NA
"Tyler Alexander","17735",3.97024470588235,5.048,"REZ1",0.78649855504801
"Tyler Anderson","12880",10.7332823529412,6.887,"REZ1",1.55848444212882
"Tyler Baum","sa1054042",2.5261,NA,NA,NA
"Tyler Beck","sa3010563",0.0546,NA,NA,NA
"Tyler Beede","16981",1.6335,2.174,"REZ1",0.751379944802208
"Tyler Bradt","sa3022859",0.0548,NA,NA,NA
"Tyler Brown","sa3014450",0.0512,NA,NA,NA
"Tyler Bryant","sa3024995",0.0554,NA,NA,NA
"Tyler Burch","sa1172727",1.03375,NA,NA,NA
"Tyler Chatwood","4338",0.0504,NA,NA,NA
"Tyler Cleveland","sa3020840",0.0548,NA,NA,NA
"Tyler Clippard","5640",0.0551,NA,NA,NA
"Tyler Cyr","18421",0.902571428571428,3.037,"REZ1",0.297191777600075
"Tyler Danish","15126",2.0269,NA,NA,NA
"Tyler Davis","sa3024515",0.0593,NA,NA,NA
"Tyler Driver","sa3010253",0.0543,NA,NA,NA
"Tyler Duffey","13758",1.618375,2.084,"REZ1",0.776571497120921
"Tyler Eckberg","sa3017365",1.52755,NA,NA,NA
"Tyler Ferguson","19481",3.26603411764706,3.507,"REZ1",0.931290024992033
"Tyler Gilbert","17964",2.49582705882353,1.319,"REZ1",1.89221156847879
"Tyler Gillies","sa3008645",0.056,NA,NA,NA
"Tyler Glasnow","14374",5.64014941176471,4.858,"REZ1",1.16100234906643
"Tyler Gough","sa3020865",0.0825,NA,NA,NA
"Tyler Guilfoil","sa3020113",4.0363,NA,NA,NA
"Tyler Herb","sa829625",0.0474,NA,NA,NA
"Tyler Higgins","sa503722",0.0503,NA,NA,NA
"Tyler Hoffman","sa3020449",0.0627,NA,NA,NA
"Tyler Holton","26231",2.96974352941176,3.157,"REZ1",0.940685311818741
"Tyler Ivey","20237",0.0693,NA,NA,NA
"Tyler Jay","17952",0.744356309090909,1.124,"REZ1",0.662238709155613
"Tyler Kennedy","sa3023042",0.0612,NA,NA,NA
"Tyler Kinley","18297",3.06264823529412,2.229,"REZ1",1.37400100282374
"Tyler Mahle","16358",6.77030588235294,3.4,"REZ1",1.99126643598616
"Tyler Mattison","sa3018117",0.7512664,NA,NA,NA
"Tyler Matzek","10058",1.64579964705882,2.593,"REZ1",0.634708695356276
"Tyler McKay","sa3007851",2.02535,NA,NA,NA
"Tyler Mitzel","sa3007862",0.0499,NA,NA,NA
"Tyler Morgan","sa3022862",0.0662,NA,NA,NA
"Tyler Myrick","sa3017541",2.52545,NA,NA,NA
"Tyler Owens","sa3011201",1.26076966666667,NA,NA,NA
"Tyler Palm","sa3007270",0.0578,NA,NA,NA
"Tyler Phillips","20629",3.10366235294118,2.727,"REZ1",1.13812334174594
"Tyler Pike","sa657974",0.0522,NA,NA,NA
"Tyler Ras","sa3017718",0.0558,NA,NA,NA
"Tyler Rogers","15541",3.08802941176471,3.49,"REZ1",0.884822181021406
"Tyler Samaniego","sa3017876",1.0256,NA,NA,NA
"Tyler Santana","sa3017542",0.0548,NA,NA,NA
"Tyler Schimpf","sa829573",0.0529,NA,NA,NA
"Tyler Schlaffer","sa3011815",0.0787,NA,NA,NA
"Tyler Schoff","sa3017545",2.02595,NA,NA,NA
"Tyler Schweitzer","sa3020712",4.53715,NA,NA,NA
"Tyler Stuart","sa3020264",1.87590166666667,NA,NA,NA
"Tyler Thomas","sa873974",1.02805,NA,NA,NA
"Tyler Thornburg","10688",0.052,NA,NA,NA
"Tyler Thornton","sa3018229",1.0263,NA,NA,NA
"Tyler Uberstine","sa3017643",0.0778,NA,NA,NA
"Tyler Viza","sa738610",0.05,NA,NA,NA
"Tyler Vogel","sa3020406",0.0619,NA,NA,NA
"Tyler Webb","14974",0.053,NA,NA,NA
"Tyler Wehrle","sa3019961",0.0633,NA,NA,NA
"Tyler Wells","20000",1.14642117647059,2.542,"REZ1",0.450991808210302
"Tyler Woessner","sa3020171",3.0342,NA,NA,NA
"Tyler Yankosky","sa1170108",0.0556,NA,NA,NA
"Tyler Zuber","20379",1.94072941176471,2,"REZ1",0.970364705882353
"Tylor Megill","21318",4.68802,7.1,"REZ1",0.660284507042253
"Tyree Thompson","sa918618",0.0575,NA,NA,NA
"Tyrone Yulie","sa3010246",0.0798,NA,NA,NA
"Tyson Guerrero","sa3017140",3.53525,NA,NA,NA
"Tyson Messer","sa3010114",0.0619,NA,NA,NA
"Tyson Miller","19976",2.75281058823529,3.005,"REZ1",0.916076734853675
"TzuChen Sha","sa3021551",0.0821,NA,NA,NA
"Ubaldo Soto","sa3022015",0.0888,NA,NA,NA
"Ubert Mejias","sa3021562",0.0798,NA,NA,NA
"Ulices Campos","sa3015997",0.0579,NA,NA,NA
"Valente Bellozo","23899",4.23444941176471,3.775,"REZ1",1.1217084534476
"Valentin Linarez","sa3006557",2.5266,NA,NA,NA
"Victor Arano","15915",0.0493,NA,NA,NA
"Victor Basora","sa3016219",0.0611,NA,NA,NA
"Victor Brea","sa3019242",0.0618,NA,NA,NA
"Victor Cabreja","sa3018342",0.061,NA,NA,NA
"Victor Castaneda","sa978399",0.0495,NA,NA,NA
"Victor Espiritu","sa3023847",0.0808,NA,NA,NA
"Victor Fransua","sa3016488",0.0612,NA,NA,NA
"Victor Garcia","sa3015930",0.0626,NA,NA,NA
"Victor Garcia","sa3023615",0.0675,NA,NA,NA
"Victor Gonzalez","16408",1.61241247058824,2.215,"REZ1",0.727951453990174
"Victor Juarez","sa3016226",0.086,NA,NA,NA
"Victor Lizarraga","sa3015220",3.53535,NA,NA,NA
"Victor Lopez","sa3009636",0.0561,NA,NA,NA
"Victor Mederos","31533",2.38832858823529,1.562,"REZ1",1.52901958273706
"Victor Munoz","sa3006381",0.0705,NA,NA,NA
"Victor Pena","sa3017015",0.0589,NA,NA,NA
"Victor Santos","sa3003083",3.5313,NA,NA,NA
"Victor Simeon","sa3011677",0.0546,NA,NA,NA
"Victor Soteldo","sa3017098",0.0614,NA,NA,NA
"Victor Vargas","sa3007724",0.0736,NA,NA,NA
"Victor Villanueva","sa3008137",0.0574,NA,NA,NA
"Victor Vodnik","24614",3.65882588235294,3.406,"REZ1",1.07422956029153
"Vin Timpanelli","sa3014814",1.52625,NA,NA,NA
"Vince Reilly","sa3040586",0.0556,NA,NA,NA
"Vince Sanchez","sa3019298",0.0888,NA,NA,NA
"Vince Vannelle","sa3018094",0.0592,NA,NA,NA
"Vince Velasquez","11189",1.09056306666667,3.232,"REZ1",0.337426691419142
"Vinny Nittoli","16754",2.14562654545455,4.879,"REZ1",0.439767687119194
"Vitico Valdez","sa3017472",0.0869,NA,NA,NA
"Vladimir Gutierrez","19278",2.44341666666667,2.022,"REZ1",1.20841575997362
"Wade Davis","7441",0.0522,NA,NA,NA
"Wade LeBlanc","5221",0.0694,NA,NA,NA
"Wade Miley","8779",3.59708588235294,3.66,"REZ1",0.982810350369656
"Wagner Castillo","sa3018354",0.0625,NA,NA,NA
"Walbert Urena","sa3018298",0.0837,NA,NA,NA
"Wali Pierre","sa3020968",0.0624,NA,NA,NA
"Walin Castillo","sa3019280",0.0869,NA,NA,NA
"Walker Brockhouse","sa3017105",0.0561,NA,NA,NA
"Walker Buehler","19374",7.55822470588235,6.92,"REZ1",1.09222900374022
"Walker Powell","sa3017815",3.0334,NA,NA,NA
"Walter Ford","sa3022190",0.0825,NA,NA,NA
"Walter Pennington","27624",2.18571070588235,0.823,"REZ1",2.65578457579873
"Walvin Mena","sa3021505",0.0939,NA,NA,NA
"Wande Torres","sa3019165",0.0884,NA,NA,NA
"Wander Arias","sa3011440",0.0624,NA,NA,NA
"Wander Guante","sa3009851",2.53345,NA,NA,NA
"Wander Severino","sa3018901",0.0831,NA,NA,NA
"Wander Suero","15855",3.03891666666667,5.608,"REZ1",0.54188956252972
"Wander Ventura","sa3018892",0.0853,NA,NA,NA
"Wandi Montout","sa3011422",0.0568,NA,NA,NA
"Wandisson Charles","sa874818",2.02615,NA,NA,NA
"Wandy Abreu","sa3018825",0.091,NA,NA,NA
"Wandy Peralta","14295",2.42130470588235,1.693,"REZ1",1.43018588652236
"Wanmer Ramirez","sa3018904",0.0609,NA,NA,NA
"Wardquelin Vasquez","sa3006502",0.0606,NA,NA,NA
"Waylin Santana","sa3015425",0.0636,NA,NA,NA
"WeiChieh Huang","17508",0.0648,NA,NA,NA
"Welington Quintero","sa3016047",0.061,NA,NA,NA
"Welinton Herrera","sa3016061",0.0557,NA,NA,NA
"Wellington Aracena","sa3019265",0.0761,NA,NA,NA
"Wellington Diaz","sa3004579",0.0562,NA,NA,NA
"Wellington Guzman","sa3019185",0.0623,NA,NA,NA
"WenHui Pan","sa3020878",0.0645,NA,NA,NA
"Wenderlyn King","sa3024235",0.0873,NA,NA,NA
"Wermer Pineda","sa3018339",0.062,NA,NA,NA
"Wes Benjamin","19243",0.055,NA,NA,NA
"Wes Parsons","14764",1.90729166666667,1.324,"REZ1",1.4405526183283
"Wes Robertson","sa3004491",0.0512,NA,NA,NA
"Weskendry Espinoza","sa3016046",0.0604,NA,NA,NA
"Wesley Moore","sa3020796",0.5247,NA,NA,NA
"Wesley Scott","sa3020442",0.0576,NA,NA,NA
"Whilmer Guerra","sa3021538",0.0866,NA,NA,NA
"Wifrailyn Jaquez","sa3024278",0.093,NA,NA,NA
"Wikelman Gonzalez","sa3008687",1.8891,NA,NA,NA
"Wil Crowe","19800",0.937928571428571,3.157,"REZ1",0.297094891171546
"Wil Jensen","sa3014786",2.53025,NA,NA,NA
"Wilber Dotel","sa3015163",0.0845,NA,NA,NA
"Wilber Perez","sa3005219",0.0573,NA,NA,NA
"Wilfred Alvarado","sa3020990",0.0587,NA,NA,NA
"Wilfredo Cordero","sa3016529",0.0621,NA,NA,NA
"Wilfredo Pereira","sa917136",3.0346,NA,NA,NA
"Wilgenis Alvarado","sa3008708",0.0561,NA,NA,NA
"Wilian Bormie","sa3020327",0.0744,NA,NA,NA
"Wilkel Hernandez","sa918026",3.0373,NA,NA,NA
"Wilkelma Castillo","sa3008487",0.0697,NA,NA,NA
"Wilker Reyes","sa3009477",0.0565,NA,NA,NA
"Wilkerman Munoz","sa3016487",0.0902,NA,NA,NA
"Wilkin Paredes","sa3020998",0.0732,NA,NA,NA
"Wilkin Ramos","sa3006487",2.52635,NA,NA,NA
"Wilking Rodriguez","8801",0.52485,NA,NA,NA
"Will Bednar","sa3017844",2.0343,NA,NA,NA
"Will Carter","sa829689",0.0541,NA,NA,NA
"Will Childers","sa3021720",2.52595,NA,NA,NA
"Will Christophersen","sa3022493",0.055,NA,NA,NA
"Will Dion","sa3017850",2.0338,NA,NA,NA
"Will Ethridge","sa3011337",0.0568,NA,NA,NA
"Will Gaddis","sa829731",0.054,NA,NA,NA
"Will Geerdes","sa3020333",0.0551,NA,NA,NA
"Will Harris","3192",0.0505,NA,NA,NA
"Will Johnston","sa3022940",2.53185,NA,NA,NA
"Will Klein","27787",1.35076117647059,1.848,"REZ1",0.73093137254902
"Will Kobos","sa3007614",0.0528,NA,NA,NA
"Will Mabrey","sa3020709",1.52545,NA,NA,NA
"Will McAffer","sa3006757",0.0572,NA,NA,NA
"Will Rudy","sa3020893",0.0778,NA,NA,NA
"Will Sanders","sa3023508",0.0705,NA,NA,NA
"Will Schomberg","sa3023160",0.0845,NA,NA,NA
"Will Smith","8048",2.00688941176471,2.431,"REZ1",0.825540687686016
"Will Stevens","sa3023001",0.0595,NA,NA,NA
"Will Stewart","sa875247",0.0502,NA,NA,NA
"Will Varmette","sa3022881",0.0608,NA,NA,NA
"Will Vest","19769",2.75944823529412,2.357,"REZ1",1.17074596321346
"Will Warren","30182",3.04347317647059,2.933,"REZ1",1.03766559034115
"William Cuevas","13331",0.0645,NA,NA,NA
"William Fleming","sa3017314",3.0382,NA,NA,NA
"William Kempner","sa3020527",0.0616,NA,NA,NA
"William Silva","sa3020235",0.053,NA,NA,NA
"William Woods","25075",0.0512,NA,NA,NA
"Willian Campos","sa3019399",0.0627,NA,NA,NA
"Willian Colmenares","sa3018852",0.0622,NA,NA,NA
"Willian Suarez","sa916841",0.052,NA,NA,NA
"Williander Moreno","sa3005698",0.0706,NA,NA,NA
"Willy Taveras","sa917753",0.0523,NA,NA,NA
"Wilme Mora","sa3019835",0.0746,NA,NA,NA
"Wilmer Blanco","sa3019184",0.0907,NA,NA,NA
"Wilmer Flores","sa3015223",1.141531,NA,NA,NA
"Wilmer Lugo","sa3024204",0.088,NA,NA,NA
"Wilmer Ortega","sa3009788",0.0572,NA,NA,NA
"Wilmer Ramirez","sa3020967",0.0893,NA,NA,NA
"Wilmis Paulino","sa3021815",0.0612,NA,NA,NA
"Wilmy Sanchez","sa3019396",0.0532,NA,NA,NA
"Wilny Moron","sa3011375",0.0611,NA,NA,NA
"Wilson Betemit Jr","sa3016512",0.0926,NA,NA,NA
"Wilson Esterlin","sa3019157",0.0573,NA,NA,NA
"Wilson Lopez","sa3019297",0.0563,NA,NA,NA
"Wilton Castillo","sa3015310",0.0761,NA,NA,NA
"Wilton Rondon","sa3019502",0.0613,NA,NA,NA
"Wily Peralta","7738",2.0249,NA,NA,NA
"Winston Santos","sa3015952",5.0343,NA,NA,NA
"Winyer Chourio","sa3024615",0.0875,NA,NA,NA
"Wladimir Pinto","sa871482",0.0512,NA,NA,NA
"WooSuk Go","sa3012630",2.52635,NA,NA,NA
"Wuardo Fernandez","sa3006521",0.0579,NA,NA,NA
"Wuilberth Mendez","sa3021527",0.089,NA,NA,NA
"Wuilliams Rodriguez","sa3019672",0.061,NA,NA,NA
"Wuilliams Rodriguez","sa3021523",0.0851,NA,NA,NA
"Wuillians Herrera","sa3018302",0.0627,NA,NA,NA
"Wyatt Cheney","sa3020562",0.0792,NA,NA,NA
"Wyatt Crowell","sa3023662",0.0706,NA,NA,NA
"Wyatt Hudepohl","sa3023442",0.0765,NA,NA,NA
"Wyatt Mills","20010",0.0511,NA,NA,NA
"Wyatt Olds","sa3017539",2.52805,NA,NA,NA
"Wyatt Short","sa874187",0.0623,NA,NA,NA
"Wyatt Sparks","sa1119694",0.0541,NA,NA,NA
"Wyatt Wendell","sa3019882",0.0733,NA,NA,NA
"Xander Hamilton","sa3023094",0.0562,NA,NA,NA
"Xavier Meachem","sa3022410",0.0598,NA,NA,NA
"Xavier Moore","sa3004348",0.0515,NA,NA,NA
"Xavier Ruiz","sa3019717",0.0557,NA,NA,NA
"Xiomer Guacache","sa3018887",0.091,NA,NA,NA
"Xzavion Curry","25595",1.99399788235294,3.346,"REZ1",0.595934812418691
"Yacksel Rios","15007",1.786125,5.596,"REZ1",0.319178877769836
"Yadiel Batista","sa3021558",0.0844,NA,NA,NA
"Yadier Álvarez","sa868984",0.0513,NA,NA,NA
"Yafrerlyn Vasquez","sa3019053",0.0911,NA,NA,NA
"Yaifer Perdomo","sa3009484",0.0562,NA,NA,NA
"Yamil Castillo","sa3008549",0.0557,NA,NA,NA
"Yannelbinson Lugo","sa3020985",0.0929,NA,NA,NA
"Yanquiel Sanchez","sa3019562",0.0683,NA,NA,NA
"Yansel Marine","sa3021750",0.0617,NA,NA,NA
"Yanzel Correa","sa3023302",0.0622,NA,NA,NA
"Yaqui Rivera","sa3015504",0.0549,NA,NA,NA
"Yariel Rodriguez","33838",5.19688117647059,7.063,"REZ1",0.735789491217696
"Yaya Chentouf","sa3006950",0.0527,NA,NA,NA
"Yeferson Silva","sa3022179",0.0882,NA,NA,NA
"Yeferson Vargas","sa3021044",0.0804,NA,NA,NA
"Yefri Carrillo","sa3005739",0.0821,NA,NA,NA
"Yefri Del Rosario","sa3002971",0.0523,NA,NA,NA
"Yefry Ramirez","15655",0.0504,NA,NA,NA
